region_id,region_name
810,"East Marymouth, Sweden"
811,"Lake Johnstad, Cameroon"
812,"Lake Kentburgh, Indonesia"
813,"Bondside, Antarctica (the territory South of 60 deg S)"
814,"North Steven, San Marino"
815,"North Alexander, Spain"
816,"East James, Switzerland"
817,"Ginaland, Iran"
818,"Samanthaland, Myanmar"
819,"East Rachelmouth, Angola"
820,"North Rebecca, Sudan"
821,"Davidmouth, Switzerland"
822,"New Ryan, Australia"
823,"Crawfordfurt, Saint Kitts and Nevis"
824,"Thompsonborough, Pitcairn Islands"
825,"West Joshua, United States of America"
826,"North Christina, Turks and Caicos Islands"
827,"Lake Kenneth, Nicaragua"
828,"Brownview, Isle of Man"
829,"South James, Hungary"
830,"Lake Virginia, Turks and Caicos Islands"
831,"South Kimberlystad, Mayotte"
832,"Coopershire, Lesotho"
833,"Paulburgh, Macao"
834,"Carlatown, Anguilla"
835,"Brianfort, Ukraine"
836,"Katiebury, Marshall Islands"
837,"East Dianeview, Cayman Islands"
838,"Port Wendybury, Martinique"
839,"Kellyburgh, Morocco"
840,"New Louis, Christmas Island"
841,"Robintown, Saint Pierre and Miquelon"
842,"Staceyshire, Romania"
843,"Port Vanessa, Cambodia"
844,"Weaverburgh, Turkmenistan"
845,"North Brianbury, Liechtenstein"
846,"Smithborough, Angola"
847,"West Jennifer, Sri Lanka"
848,"Brianberg, Uruguay"
849,"Port Daniel, Namibia"
850,"Susanstad, Malta"
851,"Willismouth, Romania"
852,"Derekburgh, Gabon"
853,"Connerfort, Saint Martin"
854,"Grantside, Pakistan"
855,"Jeffreyshire, Puerto Rico"
856,"South Kurt, Suriname"
857,"Davidtown, Portugal"
858,"Rosalesshire, Yemen"
859,"New Lucas, Antigua and Barbuda"
860,"Lake Ariana, Sudan"
861,"Taylorland, Vietnam"
862,"Toniburgh, Dominica"
863,"Port Jennamouth, North Macedonia"
864,"West Jasonland, Kiribati"
865,"Kristintown, Guernsey"
866,"Kimchester, Australia"
867,"Snyderfurt, Chad"
868,"Garciafort, Guernsey"
869,"East Shannon, Solomon Islands"
870,"West Andrewview, South Georgia and the South Sandwich Islands"
871,"North Matthewfurt, Zambia"
872,"New Shellyland, Central African Republic"
873,"Bushchester, Guadeloupe"
874,"New Pamela, Western Sahara"
875,"North Markborough, Cayman Islands"
876,"Donnaport, Ireland"
877,"North Philipside, Dominica"
878,"Hernandezstad, Tajikistan"
879,"Millerfort, Afghanistan"
880,"North Jamieport, Cook Islands"
881,"Anthonyport, Belgium"
882,"Ruizview, Slovenia"
883,"Lopezfurt, Bermuda"
884,"South Bradley, Heard Island and McDonald Islands"
885,"Bakerview, Kazakhstan"
886,"East Karenville, Mongolia"
887,"Lindseychester, Belize"
888,"New Bruce, Saudi Arabia"
889,"Sheppardfort, Iceland"
890,"South Kent, Montserrat"
891,"New Ashleyhaven, Indonesia"
892,"North Stacy, South Georgia and the South Sandwich Islands"
893,"East Teresa, Kiribati"
894,"East Brad, Sri Lanka"
895,"Harrisberg, Belgium"
896,"Luisland, Syrian Arab Republic"
897,"Hawkinsside, Benin"
898,"Apriltown, Greece"
899,"Rodriguezberg, Solomon Islands"
900,"North Annaville, Cameroon"
901,"Mikaylastad, Solomon Islands"
902,"Bakerfort, Turkey"
903,"Johnsonview, Montserrat"
904,"New Charlotte, Iraq"
905,"Williamsmouth, Puerto Rico"
906,"North Julie, Portugal"
907,"Pennytown, Uruguay"
908,"Larryfort, Guadeloupe"
909,"Port Jeremyport, Togo"
910,"Schroedermouth, Samoa"
911,"Jacobsland, Ethiopia"
912,"Lewischester, Comoros"
913,"Malonestad, Saint Vincent and the Grenadines"
914,"New Laceyland, Swaziland"
915,"Taylorhaven, Georgia"
916,"East Jamesborough, Turkmenistan"
917,"East Antonioton, Taiwan"
918,"Janetview, Uruguay"
919,"Wagnerville, Heard Island and McDonald Islands"
920,"East Nathanmouth, Pitcairn Islands"
921,"Matthewsstad, Christmas Island"
922,"Port Patricia, Guatemala"
923,"West Anthonyton, San Marino"
924,"Port Jeffrey, Central African Republic"
925,"West Denise, Czech Republic"
926,"Port Kimberlytown, Malaysia"
927,"Lake Glen, Lebanon"
928,"East Johnnyport, Spain"
929,"Rodneyfurt, Rwanda"
930,"Stephenborough, Timor-Leste"
931,"Ericafurt, Lao People's Democratic Republic"
932,"North Williamstad, Myanmar"
933,"Kennethville, Monaco"
934,"West Vanessamouth, Liberia"
935,"Joseport, Tokelau"
936,"New Kathy, Comoros"
937,"Port Meredithfurt, United Arab Emirates"
938,"Erintown, Panama"
939,"Brightview, Palau"
940,"Sullivanton, United States of America"
941,"West Jessica, Myanmar"
942,"Knoxstad, Cyprus"
943,"Meganside, Madagascar"
944,"Connorberg, Cocos (Keeling) Islands"
945,"Jessicaside, Saint Vincent and the Grenadines"
946,"Lake Rachel, Serbia"
947,"East Michaelport, Palau"
948,"Nathanshire, Italy"
949,"Yorkfort, French Polynesia"
950,"South Pamelahaven, Austria"
951,"Morenochester, British Indian Ocean Territory (Chagos Archipelago)"
952,"East Victoria, Austria"
953,"Benitezmouth, Guam"
954,"Michelleburgh, Cambodia"
955,"South Marvinburgh, Slovakia (Slovak Republic)"
956,"North Shannonborough, Germany"
957,"New Kathy, Senegal"
958,"East Christinachester, Liechtenstein"
959,"Sanfordfurt, Iraq"
960,"New Jamesstad, Albania"
961,"West Katherinehaven, Zambia"
962,"Lake Adambury, Comoros"
963,"Larryville, Czech Republic"
964,"Garyton, Hungary"
965,"Stephenhaven, French Southern Territories"
966,"Ryanberg, Nepal"
967,"Howardborough, Guam"
968,"Smithbury, Chad"
969,"East Jessica, Saint Lucia"
970,"North Michael, Namibia"
971,"South Nancyview, Pakistan"
972,"New Virginiaville, Sierra Leone"
973,"North Hannahchester, Palau"
974,"Martinezview, Kenya"
975,"East Heather, Lebanon"
976,"West Robertville, Norfolk Island"
977,"Cindyberg, Panama"
978,"New Jenniferville, Italy"
979,"Port Danielborough, Finland"
980,"Port Jose, New Caledonia"
981,"West Jade, Mali"
982,"North Amy, French Polynesia"
983,"Lake Sarah, United States Minor Outlying Islands"
984,"North Alexander, Greenland"
985,"Port Audreyfort, Benin"
986,"Port Williamville, Canada"
987,"Dawnmouth, United Kingdom"
988,"Stevenville, French Polynesia"
989,"Port Benjamin, Suriname"
990,"Lauriemouth, French Guiana"
991,"North Melissaton, Japan"
992,"Lake Deborah, Algeria"
993,"Patriciaview, Greenland"
994,"West Lisaburgh, Turkey"
995,"Rossmouth, Brazil"
996,"Vaughnfort, Faroe Islands"
997,"Banksburgh, South Georgia and the South Sandwich Islands"
998,"Lake Jessica, Bouvet Island (Bouvetoya)"
999,"North Robert, Western Sahara"
1000,"Phammouth, Nauru"
